Data de envio;Tipo de pessoa;Estado;Município;Local de Armazenamento;Camarão Rosa (Kg);Camarão Sete Barbas (Kg);Camarão Branco (Kg);Camarão Santana ou Vermelho (Kg);Camarão Barba-ruça (Kg);Apresentação do produto;Tipo de embalagem
03/02/2023;Jurídica;São Paulo;Santos;Rua Dona Amelia Leuchtenberg, 87;9422;0;0;0;0;Congelado;Outro
04/02/2023;Jurídica;São Paulo;São Sebastião;Avenida Pescador Sebastiao Juvenal Dos Santos 720;110;30;0;0;0;Congelado;Embolsado
02/02/2023;Jurídica;São Paulo;Santos;Travessa Agnelo Xavier, 215;0;1500;0;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Guarujá;Travessa Agnelo Xavier, 215;300;12500;300;0;0;Congelado;Plástica
07/02/2023;Jurídica;São Paulo;São Paulo;Avenida Dos Acais, 865;40;0;0;0;0;Congelado;Isopor
09/02/2023;Jurídica;São Paulo;Guarujá;Avenida Castelo Branco, 111;100;700;0;0;0;Congelado;Plástica
04/03/2023;Jurídica;São Paulo;Piracicaba;Rua Floriano Peixoto, 450;110;90;0;0;0;Congelado;Plástica
04/02/2023;Física;Rio de Janeiro;Paraty;Rua Nahor Motta 129 Mangueira;120;600;10;0;0;Congelado;Plástica
05/02/2023;Física;São Paulo;Iguape; Estrada Prefeito Mun Osmar D F  Santos, 7699;0;80;10;0;0;Congelado;Plástica
24/09/2023;Física;São Paulo;Caraguatatuba;Avenida Geraldo Negueira Da Silva 536;0;80;0;0;0;Resfriado;Isopor
20/11/2023;Jurídica;Espírito Santo;Marataízes;Av Jones Dos Santos Neves - N 154 - Centro;0;200;0;0;0;Congelado;Plástica
20/11/2023;Jurídica;Santa Catarina;Itapoá; Rua Manoel De Arzão, 324  Bairro São José Ii;0;100;50;0;0;Congelado;Plástica
20/11/2023;Física;Santa Catarina;Itapoá; R. Francisco Quintino Correia, 710 - Itapema Do Norte;0;100;50;0;0;Congelado;Plástica
22/11/2023;Jurídica;São Paulo;São Paulo;R Belgrado N 135 - Vila Moinho Velho;210;200;0;0;0;Congelado;Plástica
24/11/2023;Física;Espírito Santo;Marataízes; Rua Projetada - Sn - Lagoa Do Siri;20;800;20;0;0;Congelado;Plástica
28/11/2023;Jurídica;Espírito Santo;São Mateus; Rua Projetada, Sn, Barra Nova Sul;40;200;0;0;0;Congelado;Plástica
29/11/2023;Jurídica;Espírito Santo;Serra; Av Adido Saad 3087 Bairro Das Laranjeiras;300;400;200;300;0;Congelado;Plástica
29/11/2023;Jurídica;Espírito Santo;Vitória; Rua Tamandaré 46 Praia Do Suá;300;400;200;300;300;Congelado;Plástica
29/11/2023;Jurídica;Espírito Santo;Serra; Rua Caramuru 1741 Costa Dourada Serra Es;200;400;200;300;350;Congelado;Plástica
29/11/2023;Física;Espírito Santo;Anchieta; Rua Coronel Vitorino 259;500;300;0;0;0;Congelado;Sacola
29/11/2023;Física;Espírito Santo;Marataízes; Rua Pedro Combra Garcia ,623 , Pontal;20;350;0;0;0;Congelado;Plástica
29/11/2023;Física;Espírito Santo;Marataízes; Rua Pedro Coimbra Garcia ,S/N, Pontal;20;350;0;0;0;Congelado;Plástica
29/11/2023;Física;Espírito Santo;Marataízes; Rua Pedro Coimbra Garcia  , 560 , Pontal;20;200;20;0;0;Congelado;Plástica
30/11/2023;Física;Espírito Santo;Marataízes; Rua Aurelio Felicano , 26 ,Itaoca;0;200;0;0;0;Congelado;Plástica
30/11/2023;Jurídica;Espírito Santo;Serra; Rua Romana 20, Boa Vista 1;0;3000;652;450;0;Congelado;Plástica
30/11/2023;Jurídica;Espírito Santo;Fundão; Av Tancredo De Almeida Neves 760 - Praia Grande;50;300;0;0;0;Congelado;Plástica
30/11/2023;Jurídica;Espírito Santo;Serra; Rua Romana 20;0;2000;300;0;0;Congelado;Outro
01/12/2023;Jurídica;Espírito Santo;São Mateus; Rua Monsenhor Guilherme Schimitz, Nº 431;0;16700;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;São Gabriel da Palha; Av Pres Castelo Branco, 10;0;11150;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Barra de São Francisco; R Ver Tito Waldemar Vieira, N 1191;0;18200;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Nova Venécia;Av Guanabara N 142 Centro;0;7345;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Jaguaré; Avenida 09 De Agosto,1663 Centro;0;19;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Vila Pavão; Rua Aurora,205;0;6;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº, Mercado Municipal De Pescados, Barra Do Itapemirim;100;200;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Aracruz; Peixaria Companhia Do Mar, Mercado Municipal,S/N°Box 09, Bairro De Carli, Rua Fyori Terci;50;300;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Itapemirim; Av. Itapemirim, 3004, Itaoca Praia;200;700;50;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Vitória; Av Adolpho Cassoli N 182 , Maruípe;2000;6000;0;0;0;Congelado;Outro
01/12/2023;Física;Espírito Santo;Piúma; Adalberto Taylor 552;100;800;100;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Piúma; Rua Jair Cardoso Novaes 361 Centro;30;2000;30;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Piúma; Rua Jair Cardoso Novaes 361 Centro;0;2000;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;São Mateus; Domingos Carrafa , Guriri;50;150;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Nova Venécia; Av Sao Mateus, 324 Beira Rio;0;8;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;São Mateus; Rua Br 381 Miguel Curry Carneiro;0;8400;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;São Mateus; Rod Br 381 Miguel Curry Carneiro Nova Aymoes Km 35;0;5800;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Serra; R. Mario De Vargas Coutinho, Nº 725 - Térreo, Civit I;16,8;0;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Marataízes; Rua Carla Souza Lemos, 161, Barra;470;220;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Piúma; Rua Augusto Da Costa Oliveira N661 Centro;0;2000;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Piúma; Rua Jair Cardoso Novaes S Numero Peixaria Dugê;50;900;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Piúma; Rua Jair Cardoso Novaes Peixaria Do Primo;0;400;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Piúma; Rua Jair Cardoso Novaes N358  - Centro;200;400;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Piúma; Rua Jair Cardoso Novaes N357 Centro;400;2200;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;Piúma; Rua Jair Cardoso Novaes N359 Centro;400;2200;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Piúma; Praça Oenes Taylor Centro Peixaria Da Silvana Taylor;700;1200;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Linhares; Rua Felipe Camarão;0;1;0;0;0;Congelado;Plástica
01/12/2023;Física;Espírito Santo;Linhares; Rua Felipe Camarão 1676 Interlagos;0;400;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;São Mateus; Rua Jose Risso, 117 - Carapina;0;526;0;0;0;Congelado;Plástica
01/12/2023;Jurídica;Espírito Santo;São Mateus; Rua Florianópolis 308 Loteamento Bom Jesus Bosque São Mateus;50;100;0;0;0;Congelado;Plástica
02/12/2023;Física;Espírito Santo;São Mateus; Estrada Nativo De Campo Grande Barra Nova;0;350;0;0;0;Congelado;Plástica
02/12/2023;Física;Espírito Santo;São Mateus; Av Bernardino Jose De Sena Sn Barra Nova;0;150;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Anchieta; Praça Dos Imigrantes - Mercado Municipal De Pescado - Box 05;40;80;30;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Anchieta; Rua Comendador Ramos - Praça Dos Imigrantes/ Rua Governador Dias Lopes 491;100;500;0;0;0;Congelado;Outro
04/12/2023;Jurídica;Espírito Santo;Anchieta; Rua Getúlio Vargas- Box 01;40;60;0;0;0;Congelado;Outro
04/12/2023;Física;Espírito Santo;Anchieta; Mercado Municipal De Pescados - Praça Dos Imigrantes;200;400;0;0;0;Congelado;Outro
04/12/2023;Física;Espírito Santo;Conceição da Barra; Av Linha Verde, 310, Vila Dos Pescadores;0;1600;400;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº,Mercado Municipal De Pescado, Barra Do Itapemirim;0;200;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Anchieta; Rua Comendador Ramos 76;260;690;0;160;0;Congelado;Outro
04/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº,Mercado Municipal De Pescado, Barra Do Itapemirim;0;200;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Anchieta; Rua Sizinio Felisberto,06, Iriri;0;590;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº, Mercado Municipal De Pescados, Barra Do Itapemirim;30;80;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Rua Projetada, 1, Praia Dos Cações;0;220;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Av. Beira Mar, Sn, Praia Dos Cações;0;170;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Marataízes; Av. Domingos Martins, Sn, Lagoa Dantas;0;260;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Rua Sebastião De Almeida, Sn, Praia Dos Cações;0;150;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Marataízes; Rua Sebastião De Almeida, Sn, Praia Dos Cações;0;600;100;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Piúma; Adalberto Taylor, Centro, 552;100;800;100;0;0;Congelado;Outro
04/12/2023;Física;Espírito Santo;Marataízes; Rua Dos Cancelas, 10, Nossa Senhora Aparecida;0;300;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Rua Alfredo Ernesto Lopes, 39, Belo Horizonte;0;300;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Serra; Travessa Ozório Ferreira Do Nascimento, 386, São Pedro;80;850;70;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Av. Domingos Martins, Sn, Lagoa Funda;0;300;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Marataízes; Rua Rui Barbosa, 159, Belvederes;0;300;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Piúma; Rua Alfredo Maia Dias N1058 Centro;153;3061;0;721;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Anchieta; Mercado Municipal De Pescados - Box 02;150;300;0;0;0;Congelado;Outro
04/12/2023;Jurídica;Espírito Santo;Piúma; Rua Alfredo Maia Dias Centro N1058;209;3800;1056;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Conceição da Barra; Rua 25 De Novembro, S/N, Vila Dos Pescadores;300;10000;200;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Anchieta; Praça Dos Imigrantes - Mercado Municipal De Pescado - Box Coletivo;0;200;0;0;0;Congelado;Outro
04/12/2023;Jurídica;Espírito Santo;Vitória; Rua Com. Octavio De Queiroz , 477 , Jardim Da Penha;330;990;130;60;0;Congelado;Outro
04/12/2023;Jurídica;Espírito Santo;Colatina; Rua Antonio Engracio 139 São Silvano;80;250;60;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Linhares; Av Júpiter Sn Pontal Do Ipiranga;52;129;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Castelo; Rua Aristeu Borges De Aguiar, 55, Centro;18,918;14,634;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Cachoeiro de Itapemirim; Av Jones Dos Santos Neves, 79, Santo Antonio;25,54;11,072;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Cachoeiro de Itapemirim; Rua Bernardo Horte, 322. Guandu;0;14,73;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Castelo; Av Nossa Senhora Da Penha. 395, São Miguel;0;17,558;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Cachoeiro de Itapemirim; Av Doutor Aristides Campos, 594, Campo Da Leopoldina;17,138;4,484;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Cachoeiro de Itapemirim; Av Francisco Lacerda De Aguiar, 486, Paraiso;12,912;35,91;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Marataízes; Av Cristiano Dias Lopes Filho, 1690, Barra De Itapemirim;0;31,69;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Cachoeiro de Itapemirim; Av Jones Dos Santos Neves, 1372, Caiçara;9,59;46,151;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Cachoeiro de Itapemirim; Av Jones Dos Santos Neves, 1372/1442, Caiçara;0;70;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Marataízes; Av Simão Soares, 437, Barra Do Itapemirim;80;42,745;0;0;0;Congelado;Isopor
04/12/2023;Jurídica;Espírito Santo;Serra; Rua Mario Batalha, 220 - Bairro De Fatima;600;6000;0;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Anchieta; Rua Das Pitangas, 06, Nova Esperança;0;150;0;0;0;Congelado;Outro
04/12/2023;Jurídica;Espírito Santo;Serra; Rua Presidente Janio Quadros, 45 - Jardim Carapina;1580;1580;12730;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Vila Velha; Rua Alfeu Coutinho N 15 Aribiri;0;500;0;0;0;In Natura;Isopor
04/12/2023;Física;Espírito Santo;Marataízes; Rua Pedro Coimbra Garcia , S/N ,Pontal;0;200;0;0;0;Congelado;Plástica
04/12/2023;Jurídica;Espírito Santo;Serra; Av Desembargador Cassiano Castelo,  750. Manguinhos;200;200;0;0;0;Congelado;Embolsado
04/12/2023;Jurídica;Rio de Janeiro;Rio de Janeiro; Rua Doze, Pal 17906 (Cancelado) Fte, 022;300;150;0;0;0;Congelado;Isopor
04/12/2023;Jurídica;Espírito Santo;Marataízes; Av Simao Soares, 437, Barra Do Itapemirim;300;150;0;0;0;Congelado;Isopor
04/12/2023;Física;Espírito Santo;Vila Velha; Avenida Antonio Gil Veloso, 3051, Itapua;0;200;100;0;0;Resfriado;Plástica
04/12/2023;Física;Espírito Santo;Conceição da Barra; Rua 17 De Abril, 149, Vila Dos Pescadores;200;1400;300;0;0;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Vila Velha; Avenida Antônio Gil Veloso, 3051, Itapua;50;200;50;50;50;Congelado;Plástica
04/12/2023;Física;Espírito Santo;Conceição da Barra; Rua 17 De Abril, 142, Vila Dos Pescadores;300;1100;150;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;São Mateus; Rua Coronel Constantino Cunha 1113, Fátima;80;190;65;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Guarapari; Rua Das Castanheiras, Nº 81, Pontal, Marataizes;260;1170;100;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº, Barra Do Itapemirim;30;100;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Conceição da Barra; Av Cricare, S/N, Beira Do Cais;150;300;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Marataízes; Rua Pedro Coimbra, 153, Peixaria Chama Viva, Pontal;140;795;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;São Mateus; 29946-697;100;200;100;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Conceição da Barra; Rua Leonorio Lisboa Vasconcelos, S/N;30;90;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;São Mateus; Estrada Nativo Campo Grande Barra Nova;0;350;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Colatina; Maria Ismenia Avenida Presidente Kennedy Número 975;0;500;108;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;São Mateus; Rua Bagre, Número 5;0;500;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Marataízes; Rua Pedro Coimbra Garcia, 0, Peixaria Camarão Rosa, Pontal;20;200;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Linhares; Avenida Conceição Da Barra 848 Bairro Araçá;66;70;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Colatina; Maria Ismenia Avenida Presidente Kennedy Número 975;0;500;108;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Aracruz; Rua Pitanga S/N;150;300;150;100;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Av. Engenheiro Ceciliano Abel De Almeida S/N;50;150;50;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Linhares; Rua Felipe Camarão 1423;0;300;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Rua Cândido Bezerra, 06 - Nova Almeida Centro;50;200;50;0;0;Congelado;Outro
05/12/2023;Física;Espírito Santo;Serra; Rua Lourival Pimentel S/N;60;600;0;60;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Serra; Rua Jose De Marco S/N;500;2000;0;500;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Vitória; Rua Eduardo Dos Santos Box 43-44 Peixaria Da Vila Rubim P;0;1400;0;0;0;Resfriado;Outro
05/12/2023;Física;Espírito Santo;Cariacica; Rua Lourival De Almeida S/Número;0;200;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Anchieta; Rua São Cristóvão S/N;0;131;20;0;0;Congelado;Outro
05/12/2023;Física;Espírito Santo;Anchieta; Praça Dos Imigrantes, Mercado Municipal De Pescados, Box 04;210;200;0;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Serra; Rua Eurico De Aguia, 50;100;600;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Rua Projetada, 117 - Bairro São João, Nova Almeida;0;200;50;0;0;Congelado;Outro
05/12/2023;Física;Espírito Santo;Marataízes; R. Cel. Luís Soares (Mercado De Peixe)- Alto Lagoa Funda;0;140;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Serra; R Jose Coutinho Da Rocha S/N;50;300;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Rua Wilson Cesar Nascimento, 737;300;800;0;300;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Ru Lourival Pimentel S/N;30;60;0;30;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Colatina; Jose Ferdinando Chiste, 93, São Vicente;40;0;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Aracruz;Rua Jose Coutinho Rocha S/N;100;400;0;100;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Colatina; Jose Ferdinando Chiste, 93, São Vicente;40;84;58;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Rua Lourival Pimentel S/N;70;200;0;70;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;São Mateus; Estrada Rio Barra Seca Urussuquara;100;200;100;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;São Mateus; Estrada Rio Barra Seca Urussuquara;0;200;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Aracruz; Rua Capitão Barroso, 41;60;400;60;60;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Anchieta; Rua Padre João Harriague, 122 E Avenida Beira Mar, Castelhanos - Quiosque 02;10;30;20;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Serra; Rua Wilson Cesar Nascimento, 737;150;400;0;150;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Serra; Rua Lourival Pimentel, S/N;500;1000;0;0;0;In Natura;Plástica
05/12/2023;Jurídica;Espírito Santo;Aracruz; Rua Fyori Tercy S/N;100;100;0;100;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Av. Antonio Ferreira De Queiroz, 160, Centro;350;600;40;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Rua Goiania, 234, Loja 06, Itapua;100;200;20;100;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº, Barra Do Itapemirim;0;70;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Av. Antonio Ferreira De Queiroz, 160, Centro;300;500;20;200;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vitória; Rua Almirante Tamandare, 55, Praia Do Sua;300;500;20;200;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vitória; Rua Almirante Tamandare, 18, Praia Do Sua;950;800;100;550;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;São Mateus; Es 010 S/N Barra Seca;500;4000;150;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Itapemirim; Av Beira Mar N 238 Itaipava Itapemirim;100;600;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Marataízes; Av. Simão Soares S/Nº, Barra Do Itapemirim;20;100;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Colatina; Jose Ferdinando Chiste, 93, São Vicente;98;84;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Cariacica; Rua Liberdade 41;60;500;40;0;0;Resfriado;Isopor
05/12/2023;Jurídica;Espírito Santo;Vitória; Rua Eduardo Dos Santos Número 21 Mercado De Peixe Da Vila Rubim Box 43-44;0;1400;0;0;0;Resfriado;Outro
05/12/2023;Física;Espírito Santo;Cariacica; Rua Da Liberdade 26;56;800;60;0;0;Congelado;Isopor
05/12/2023;Física;Espírito Santo;Vitória; Vila Rubim Número 21 Box 43-44 Mercado De Peixe Da Vila Rubim Peixaria Moqueca;0;1400;0;0;0;Resfriado;Outro
05/12/2023;Física;Espírito Santo;Serra; Rua Dos Eucaliptos 199;0;320;0;0;0;Resfriado;Isopor
05/12/2023;Física;Espírito Santo;Vitória; Vila Rubim Mercado De Peixe Da Vila Rubim Box 43-44;0;1400;0;0;0;Resfriado;Outro
05/12/2023;Física;Espírito Santo;Conceição da Barra; Av José Grilo Centro 287  Conceição Do Castelo;150;200;0;0;0;Resfriado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Rua Deolindo Perim 350 Itapoa;45;50;0;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Avenida Santa Leopoldina 150 Praia De Itaparica;0;1000;0;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Avenida Carlos Lindenberg 1008 Aribiri;0;220;0;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Rua Maria Amalia 887Jaburuna;0;30;0;0;0;Congelado;Outro
05/12/2023;Física;Espírito Santo;São Mateus; Estrada Rio Barra Seca - Sem Número;0;100;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Avenida Luciano Das Neves 1231 Centro Vila Velha 1231;0;80;0;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Vila Velha; Rua Ayrton Senna S/N Riviera Da Barra Vila Velha Es;0;40;0;0;0;Congelado;Outro
05/12/2023;Física;Espírito Santo;São Mateus; Rua Projetada Barra Nova Sul Sem Numero;0;100;50;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vitória; Avenida Desembargador Demerval Lyrio 100 Mata Da Praia Vitoria;55;300;0;0;0;Congelado;Outro
05/12/2023;Jurídica;Espírito Santo;Cariacica; Avenida Mario Gurgel 5221 Sao Francisco;0;100;0;0;0;Congelado;Outro
05/12/2023;Física;Espírito Santo;Cachoeiro de Itapemirim; Rua Virgínia, Número, 13, Bairro Guandu;200;600;0;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Cachoeiro de Itapemirim; Rua Virgínia, Número 13, Bairro Guandu;50;200;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;São Mateus; Av. Jones Dos Santos Neves, Nº 529, Box 13, Centro;250;500;100;0;0;Congelado;Plástica
05/12/2023;Física;Espírito Santo;Vitória; Rua Eduardo Dos Santos  Box 40/41 Vila Rubim;80;120;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vitória; Rua Eduardo Dos Santos, N21, Vila Rubim;0;600;0;0;0;Congelado;Plástica
05/12/2023;Jurídica;Espírito Santo;Vitória; Rua Orlando Rocha 1, N15, Vila Rubim;0;600;0;0;0;Congelado;Plástica
06/12/2023;Jurídica;Espírito Santo;São Mateus; Estrada Lagoa Suruaca Urussuquara;0;80;0;0;0;Congelado;Plástica
06/12/2023;Física;Espírito Santo;Cariacica; Rua Darci Verônica Lopes;0;350;0;0;0;Resfriado;Isopor
06/12/2023;Jurídica;Espírito Santo;Serra; Av Região Sudeste 959 Bairro Barcelona;250;250;0;0;0;Congelado;Isopor
06/12/2023;Física;Espírito Santo;Aracruz; Mercado Municipal,S/N°, Bairro De Carli, Rua Fyori Terci;50;300;0;0;0;Congelado;Plástica
06/12/2023;Jurídica;Espírito Santo;Vitória; Av Região Sudeste 959 Bairro Barcelona;250;280;0;0;0;Congelado;Isopor
06/12/2023;Jurídica;Espírito Santo;Vitória; Oscar Paulo Da Silva 71 Enseada Do Suá;1600;3500;100;0;0;Congelado;Outro
06/12/2023;Física;Espírito Santo;Fundão; Av Linhares Nº1040 Praia Grande Fundão;600;1500;400;0;0;Congelado;Plástica
06/12/2023;Jurídica;Espírito Santo;Vitória; Rua Oscar Paulo Da Silva 71 Enseada Do Sua;200;300;60;0;0;Congelado;Outro
06/12/2023;Física;Espírito Santo;Guarapari; Rua José Barcelos Matos, Centro;200;200;20;150;0;In Natura;Isopor
06/12/2023;Jurídica;Espírito Santo;Marataízes; Rua Coronel Luiz Soares, S/N, Barra Do Itapemirim;150;150;0;0;0;Congelado;Plástica
06/12/2023;Física;Espírito Santo;Linhares; Estrada Es 010 Barra Seca Sem Número;0;800;150;0;0;In Natura;Plástica
06/12/2023;Física;Espírito Santo;Guarapari; Rua José Barcelos De Matos, S/Nº, Centro;30;100;30;0;0;In Natura;Isopor
06/12/2023;Física;Espírito Santo;Guarapari; Rua José Barcelos De Matos, Centro;100;100;100;0;0;In Natura;Isopor
06/12/2023;Física;Espírito Santo;Guarapari; Rua José Barcelos De Matos, Centro;50;150;50;0;0;In Natura;Isopor
06/12/2023;Física;Espírito Santo;Guarapari; Rua José Barcelos De Matos, Centro;200;200;200;0;0;In Natura;Isopor
